itemid,title,image_path,Colour_group,Brand,Benefits,Product_texture,Skin_type,lang,numbers,nouns,ocr_result
1764165717,buruan dapetin bb white theradem kulit kering,beauty_image/516b3e88e8001caa50879fc5fa544422.jpg,,,22.0,,0.0,id,unk,theradem kulit,
1764193389,ready stock laneige bb cushion whitening spf50 pa refill only,beauty_image/d260e0c2dc6af5e73bfbd8747745d816.jpg,,375.0,,7.0,,en,unk,stock laneige bb cushion pa refill,bb cushion whitening spf 50 « pa no 21 beige laneig
1764214568,termurah cc cream spf 50 pa 50g 2 green,beauty_image/d68424aa0f096c6478ff5e850c616952.jpg,6.0,,7.0,8.0,6.0,en,50.0/pascal 50.0/gram 2.0/dimensionless,termurah cc cream,now t0 use cc cream speed white squeeze a small amount gently massage onto skin of ream onto skin in a sof cireular motion apply mineral water splash powerful foundation brightens to moisturize and nourish skin and smoothes skinand protects trom uv sunrays achieve instant brightness and smoother appearance
1764261870,dapatkan sekarang 3ce back to baby glow beam white,beauty_image/239709b642cff49c6f8375cfb8454780.jpg,,71.0,22.0,,,id,3.0/dimensionless,unk,dlai whitening er reflective skin makeup booster radiance cream hydrating en layered under foundation this glow beam cream provides a reflective effect on the surface of your stir making it look bright and glowy pink the peachy primer helps skin look healthy and vibrant whit the miky white primer gives the skin a brighter look ighting cream glow beam cream the makeup gooster ye of sin trening bard ardishimmen pea stys put al ay wie the ungu format smanty wraps around your sin erexing an even heltty complain and nites a camas fo foundatonapplcaton p provines san careerrects “ mam themed with naturalsoothingandwhtening mos inncrepients neshinewryglw beam prime tags mime dunontemstestentiiiabletntine atchuby bok rom oundaton wi is tly dosing ropes alos pi ove the ertve face belo foundation rend tbe sin ad vedi¢anto use on areas where ou mnt to e ntasonotlnender ast ix aediresemary hipslghenthesin
1764773809,gratis ongkir tendean.shopz kosmetik skin care laneige cushion spf22 pa 15g,beauty_image/14b342f480ef67ff46381d5e022b4ba3.jpg,3.0,375.0,,7.0,,en,15.0/gram,cushion spf22,ln c oneki® ik h l
1764996894,viva queen eyebrow pensil alis 100 original hitam,beauty_image/fc5337991c3b19174075129ee8e6c040.jpg,,43.0,17.0,3.0,,ca,100.0/dimensionless,eyebrow pensil,
1766127917,maybelline fit me matte poreless liquid foundation,beauty_image/22690d3ccabce132aede610284c0a867.jpg,1.0,282.0,,2.0,,fr,unk,unk,
1766528144,terkini cc cream fair n pink,beauty_image/995663bc720a03d3d139e7d22455a3c0.jpg,,158.0,37.0,8.0,7.0,en,unk,terkini cc cream fair,ukuran borkpont verbint menja tampakiebihkelt ie adaperindingan nees
1766551884,best seller pixy make it glow cushion,beauty_image/37a75501961026aa2446c4b4226700be.jpg,,173.0,,7.0,,en,unk,seller pixy,2 4 al ip 101 light beige 201 neutral beige 301 medium beige
1766558190,theraskin compact powder acne refil,beauty_image/7d169260e6a0f5e963653a1750c6734a.jpg,,26.0,,6.0,5.0,en,unk,unk,
1766601475,paling laris focallure oil free loose powder 360 produk terbaru,beauty_image/fb1a092d2d59b9415e40f42e415f8cf4.jpg,,321.0,9.0,6.0,,en,360.0/dimensionless,focallure oil,
1766670326,new collection dd cream fair n pink original,beauty_image/ae0fa50c3e67cd245cf93e1604cc7a93.jpg,,158.0,37.0,8.0,,en,unk,collection dd cream fair,
1766722828,paling murah long wear cream blush on jafra,beauty_image/1e0242c824c669948ca5df2c7c7c7ddd.jpg,4.0,161.0,,8.0,,en,unk,paling murah cream blush,jafra
1766835309,sk ii sk2 skii atmosphere cc cream spf 50 pa 30gr real size murah,beauty_image/e853013131c3d250f277af95fdb22ef3.jpg,6.0,,9.0,8.0,,ro,50.0/pascal 30.0/dimensionless,sk ii sk2 skii,100 original product atmosphere cc cream spf 50 pa
1766883210,hot produk april skin black 2.0 magic snow cushion spf50 pa 15g,beauty_image/b4598568b9ca87c601b7017d3d465f32.jpg,,,17.0,7.0,,en,2.0/dimensionless 15.0/gram,produk april cushion spf50,d a melton whatn usum l 21 ligh belge 22 pink seige 23 noturstbeige dk s u0 how to use howto anny magic srowcshion as f i
1766909407,skin mtx skinmtx bb cream spf 50,beauty_image/b1d314695d06d1f3154b2ba4aa8a1fa4.jpg,6.0,,,8.0,,da,50.0/dimensionless,skin mtx skinmtx bb cream,skinmtx smart shield prime protector ser so pa e wmonroas ruvos tng hat t vou seep sor so emerson decat hum can hat rog enses sn netman mere r tose rncronng trainer ennguaten snus rien t ser e wt ou pero on vam transm tovse evere nn persce gnces tane ume a 6 £ a x t uo 5s cussion stan ron l kevnoovum
1766977453,maybelline v face duo finishing contouring powder,beauty_image/a2fdec23230e8656d80b3d85a6245ec3.jpg,,282.0,9.0,6.0,,en,unk,unk,
1766985801,terbaru wet n wild mega glo highlighting powder precious petals mkp0318034,beauty_image/f240dfa01cae1f84bd048e16502931ff.jpg,,5.0,,6.0,,en,unk,terbaru wet glo highlighting powder,boson gow precinus petals
1766987920,paling murah silkygirl magic bb oil control powder,beauty_image/cacaf7f86f677474143740c1671f7465.jpg,5.0,388.0,,6.0,,it,unk,silkygirl magic,silkygirl magic bb oil control pure fresh powder
1766989304,laneige bb cushion swarovski casing 2017 complete set,beauty_image/9ef9a3bc530396993036d34d346857bd.jpg,,375.0,9.0,7.0,,en,2017.0/dimensionless,bb cushion swarovski,
1767008206,termurah clinique blended face powder and brush 35g,beauty_image/aaa11aa54a6b850f02ca54fed8095ec1.jpg,3.0,307.0,25.0,6.0,,en,35.0/gram,termurah clinique blended face powder,
1767033887,missha line friends m magic cushion moisture package spf 50 pa,beauty_image/2aed277b067ad06eae2dd20e29b8a528.jpg,6.0,91.0,,7.0,,en,50.0/pascal,missha line cushion moisture package,
1767848616,moreskin pink,beauty_image/ef8c82749d0bc07bc217615c0d8aba9e.jpg,,59.0,37.0,,7.0,fi,unk,unk,
1767873796,some by mi rose intensive tone up cream share in jar 10ml,beauty_image/8301dced0d2406e9b1a10d7644f569d6.jpg,1.0,178.0,20.0,8.0,7.0,en,10.0/cubic centimetre,cream share,
1767950972,acnederm face powder wardah,beauty_image/085329262a5ebd6a4ddc37264a6b9f70.jpg,3.0,77.0,,6.0,,en,unk,unk,wardah i 3
1770980704,big sale cuci gudang sk ii sk2 skii loose powder uk 30 g bedak tabur spf 18,beauty_image/75897f3bfb0681697ad16a365c9b2f24.jpg,6.0,,,6.0,,da,30.0/gram 18.0/dimensionless,sale cuci gudang sk ii sk2 g bedak tabur,oin facial treatment advanced protect loose powder uv spfio pa si lovers shop
1771242343,focallure air liquid foundation,beauty_image/352754fd8a3b5844a14e19c962587f89.jpg,,321.0,9.0,2.0,,fr,unk,focallure air,
1774367119,cream hn original,beauty_image/1307cb90cf9fe2d4fa42dd1a2728ac4c.jpg,,207.0,,8.0,,en,unk,cream hn,
1774534533,acne white isi 3,beauty_image/db2b015cfdf96c261e183e6577a71b9a.jpg,,,22.0,,5.0,en,3.0/dimensionless,unk,
1775405178,pencil alis viva,beauty_image/38fb4e5dcfa282d5965d0b7766e8b462.jpg,,43.0,,3.0,,ca,unk,pencil alis,
1776190735,bioaqua bb air cushion gold,beauty_image/6d0ab3dcd18748d147e1fb5a7f9f0caa.jpg,,199.0,,7.0,,en,unk,unk,bioaqua ll i ‘ a “ é
1776322938,bioaqua bb cushion exquisite delicate,beauty_image/d3d1bca7b075ec2d2e2352a013fa1f8f.jpg,,199.0,,7.0,,ca,unk,bioaqua bb cushion,am w pour art
1777741774,preloved new free face mask bodyshop make over camouflage cream concealer lip color palette,beauty_image/e548cde4228b2d7e2e2c5045efd48402.jpg,,146.0,,8.0,,en,unk,face mask bodyshop,
1778072522,lancome mousse confort 125ml,beauty_image/782a21f5bbd0f2b0b379d911fdcfed72.jpg,,366.0,,4.0,,fr,125.0/cubic centimetre,mousse confort,
1778203197,ss05 green tea spray pixy aqua beauty kecantikan wanita pencerah wajah pemutih makeup,beauty_image/8b8635eb939b9abc93ab94cb32f2110b.jpg,3.0,173.0,7.0,,,id,unk,tea spray pixy beauty kecantikan,vinshop gudang kose vinshop gudang kosmetik vinshop gudang kosmetik ing kosmetik vinshop gudang kosmetik vinshop gudang kosmetik ing kosmetik vinshop c
1778627575,betnovate cream pink original saudi arabia 30gr bukan dermovate,beauty_image/4fa3c09f3f59136b42e9f4c4c734980d.jpg,,,37.0,8.0,,ro,30.0/dimensionless,betnovate cream,e betnovate cream 30 grams cai betnovate cream 30 grams betnovate cream 30 grams betnovate cream wik ark 2017 30 grams betnovate cream an arama
1779429008,laneige bb cushion delight pop whitening spf 50+pa,beauty_image/cd89b11eadd11c155939c06ccb9fe064.jpg,6.0,375.0,,7.0,,en,50.0/dimensionless,bb cushion delight pop whitening spf,
1779729641,stock banyak maybelline super bb cream cover spf 50,beauty_image/1f3e1dc1c049816995758dbd6b994fb5.jpg,6.0,282.0,9.0,8.0,0.0,en,50.0/dimensionless,stock banyak maybelline super bb cream cover,how ro arrer m aremonmre mount dia ar divis row noun armoremmerno mobo wnieenies
1779760471,zvr 15 etude cc correct&care cream silky,beauty_image/fe5233ca1078a841f697b1f9982249c4.jpg,,73.0,9.0,8.0,7.0,ro,15.0/dimensionless,etude cc correct,choo a adce topi races 40 hrs m cc correct care 4 el spf30 pa el 2ls98 bol comat eaid 4 nl9 alel cor zag stol w 66014 30099 el epi aspnet aes seront ch m m wie ate wot woln wel aint a vot oie olofé tol ext of aly mole no wam uite ao mol moe wat age uh alve wen ® bm ue 70 aly alel or ca anlage ise 25 meso ali ar 8 comed watt ain ae con ai ® von ot tories 4 amore not cits 40 ort dei oe obie tolaet wos sin slob a ior b 7h 1 m fim ze 27 ort 0 i misuse oud 18 al 2 aim cit te sensios room tot ieacou ase no lie sii any if
1779840668,lagi diskon innisfree no sebum blur powder,beauty_image/50e2c3386ba86d071244a81bcf2ca43d.jpg,1.0,205.0,9.0,6.0,,no,unk,lagi diskon,
1779949084,ncs 24 la roche posay rosaliac cc creme spf 30,beauty_image/18d7a20248f3390060098fc15016e8e6.jpg,6.0,86.0,9.0,8.0,1.0,en,24.0/dimensionless 30.0/dimensionless,la roche cc creme,ume meragen mealper nates 50 ml wan trace
1780333149,ready stock innisfree no sebum blur powder,beauty_image/b3d65a9f1511203c2fdbf7c9491a20ae.jpg,1.0,205.0,,6.0,,en,unk,unk,innisfree no lebum blur powder with jeju natural mineral and natural originated mint
1780618838,ready ultima ii delicate translucent powder with moist 021 neutral,beauty_image/94120eff3f7925dfdb508fe033065d01.jpg,,125.0,25.0,6.0,,en,21.0/dimensionless,ii delicate translucent powder,tam u a
1780642171,dijual pond s magic powder bb pink double uv protection ori thailand,beauty_image/0f8d66726f34de777438698ae1e60d2f.jpg,1.0,,37.0,6.0,,en,unk,pond s powder bb protection ori,ponds magic powder ponds » magic powdet
1781377055,wardah dd cream spf 30 c defense vitamin,beauty_image/8884a23cbe9578a0c0e160df633cbbdd.jpg,6.0,77.0,,8.0,,en,30.0/speed of light,wardah dd cream,
1783126798,wardah everyday luminous compact powder,beauty_image/fc3a7b8c13fe7969b4168cb0076a149e.jpg,,77.0,,6.0,,en,unk,unk,wardah everyday luminous compact powder 14gr fartikenya hatus ingon kutl lebih hatus mengancng ml dan ll control untuk wajah bebas tersedia ref goth ‘ i i y an
1784377129,best product cream pemutih wajah cc fair n pink original,beauty_image/912d6299f3ecb67a99e4badf188bf61a.jpg,,158.0,37.0,8.0,,en,unk,product cream pemutih wajah cc,n pink i recommend you fairnpink cc cream complete care creami cc cream dexa glory free buble wrap
1784543732,best product hera black cushion spf 34 refill,beauty_image/63fd76c88ad315c8fee78cc2ea63d85f.jpg,6.0,,17.0,7.0,,en,34.0/dimensionless,product hera,
1785325815,diskon termurah sebamed anti ageing q10 protection cream 50 ml krim pelembab wajah barang terjamin,beauty_image/1881fc69ee092c8322c202dab3882852.jpg,,126.0,,8.0,,id,50.0/cubic centimetre,diskon termurah ageing q10 protection cream,
1785418523,best product wardah white secret night cream 30gr,beauty_image/112d442ff5d722486a32630f1e33dadf.jpg,2.0,77.0,22.0,8.0,,en,30.0/dimensionless,product wardah night cream,
1785605751,obral cream malam cr ungu siang,beauty_image/701f20f53c535191bd0842df5c187952.jpg,,,16.0,8.0,,ca,unk,unk,
1785879565,oriflame the one bb cream bright perfection spf 30,beauty_image/12b9638eafb72e021685d4890e910d13.jpg,6.0,220.0,9.0,8.0,,en,30.0/dimensionless,bb cream perfection spf,oriflameofficialstore
1787666399,newww voyage eyeshadow the balm lip cheek stain face palette,beauty_image/785873a6b38e8a898c356908b458931c.jpg,,127.0,9.0,0.0,,en,unk,unk,
1788382393,ready stok freeman charcoal black sugar polishing,beauty_image/d698d167fa8ebca0eaa3f0efb5a66fb6.jpg,,218.0,17.0,,,en,unk,unk,
1790359182,4 6 8 pcs professional dry and wet dual use makeup foundation spongy powder puff,beauty_image/2678843bb468935107b42aba62d85daa.jpg,,,,6.0,0.0,en,4.0/dimensionless 6.0/dimensionless 8.0/dimensionless,unk,
1791375843,make over powerstay matte powder foundation 12 gr,beauty_image/e480e4b75daa5c755f2f8de518ff797d.jpg,,146.0,9.0,6.0,2.0,en,12.0/dimensionless,powerstay matte powder foundation,moon
1791881912,ready focallure liquid concealer,beauty_image/c7cf791fd007e2f9e9728e1179e0e62e.jpg,,321.0,,2.0,,fr,unk,unk,t v v vo big big to m 01 or warm big ton 5 mi is big bo « ma 2 os o sace
1791905558,laneige bb cushion anti aging case isi,beauty_image/8f9c175c90e75247b706c177aa4e8c67.jpg,,375.0,11.0,7.0,7.0,en,unk,bb cushion,
1792018531,bedak make over sold,beauty_image/9945ad6a1f5651dbbdffd524bf796d80.jpg,,146.0,,6.0,,no,unk,unk,
1792586214,ponds bb magic powder,beauty_image/8eaf670fc7b064397aa83aba0a9d1cdc.jpg,1.0,29.0,,6.0,,en,unk,unk,
1792881936,kirim hari ini innisfree no sebum mineral powder 5gr,beauty_image/1dac5579f302792491e2a8e6cd5a45f2.jpg,1.0,205.0,9.0,6.0,,no,5.0/dimensionless,hari ini mineral powder,azel slk olele 90
1793070849,barang terbatas bedak make over perfect cover two way cake twc pakai tempat makeover,beauty_image/d1f2b56b4dc5778b552eec3731811a36.jpg,1.0,146.0,9.0,6.0,,id,2.0/dimensionless,barang terbatas,o q 08 honey 02 coral espresso 03 maple opq 06 cappuccino 04 desert 05 cinnamon
1793115363,6 color face matte powder contour bronzer highlighter palette set trimming brozer,beauty_image/ff7d83150cad7d57be2260c8933c6cf9.jpg,,,19.0,6.0,,en,6.0/dimensionless,color face matte,ia eﬁnmﬁh ‘ le ackp i nk
1793205779,pengiriman tercepat original coty airspun loose powder,beauty_image/f0e812cf63965531e4313206cb3dfd8b.jpg,,265.0,,6.0,,en,unk,coty airspun,a sm m roser soe murep saice co naveaur m f “ she reanstucent xea smooth finish for 24 hours coty airspun
1793534167,xzo 15 paket acne theraskin original bpom,beauty_image/a81dd53b2c7bf46d9f395e704bb1d6dc.jpg,3.0,26.0,,8.0,5.0,en,15.0/dimensionless,paket acne,
1793670060,lagi murah cream lyese b night malam original,beauty_image/bd1fea72a97ab984b161f52a1662fbf8.jpg,,354.0,,8.0,,id,unk,lagi murah cream lyese b night malam,night malam el i ti § j i a by 4 my lo ma ﬂ r m e wa
1793684049,twe 30 walet premium super gold pot putih cream wsg,beauty_image/4b30685f6e826d965be39a984b235996.jpg,,,22.0,8.0,7.0,en,30.0/dimensionless,walet premium,
1793715875,bioaqua trim colour concealer stick ivory,beauty_image/413de8f1e9e843e38c4e98c2b6bc952e.jpg,1.0,199.0,,1.0,,it,unk,unk,nee 5560 ” be fnitte mks
1793739569,paling laris innisfree green tea seed serum,beauty_image/190c78bcbe6bb81ba78d14651870d6fa.jpg,,205.0,7.0,,,af,unk,unk,
1793804315,dijual cream biosoft pot putih paket lengkap,beauty_image/56f04877248d24f65bf96eea82897edf.jpg,,,22.0,8.0,,id,unk,unk,
1793835389,terlaris ertos ee whitening air cushion,beauty_image/9914f24011ad9903b7f0bdbcf91a16f1.jpg,,30.0,9.0,7.0,,en,unk,unk,envelope your skin with silky smoothness
1793859285,stock banyak cream deoonard merah red day a night b 20gr deonard,beauty_image/16f421e3ac3f89dc1f8e307f154e08d1.jpg,,,29.0,8.0,,id,20.0/dimensionless,stock banyak cream deoonard merah night b,
1793868918,dijual paket garnier pure active acne care foam 100 ml cream 20,beauty_image/c61269d58d2067fb9205da5637604175.jpg,,83.0,,8.0,5.0,ro,100.0/cubic centimetre 20.0/dimensionless,paket garnier pure acne care ml cream,ncr skin narumats i pureactive aanti aone white foam
1793915332,frx60 tull jye day cream big a super hijau,beauty_image/797ae639018f87d9a054e98e637fb155.jpg,,,7.0,8.0,0.0,en,unk,jye day cream,tull jye day cream
1793921620,stock banyak paket cream turbo oil,beauty_image/717accb9c615953c324f4fff4b94bf8a.jpg,,114.0,,8.0,6.0,id,unk,unk,
1794009432,cfj17 paket cream pemutih wajah penghilang flek hitam original bpom,beauty_image/e8f69abc7a482833d6e5fba25dbdc7ff.jpg,6.0,26.0,17.0,8.0,,id,unk,cfj17 paket cream pemutih wajah penghilang,k terlaris best seller limited edition
1794101173,buruan dapetin nature republic aloe vera 92 soothing gel aloevera mist original 100,beauty_image/d0d78601af8657376165317da7cfdb4a.jpg,,383.0,9.0,5.0,,en,92.0/dimensionless 100.0/dimensionless,dapetin nature aloe vera soothing gel aloevera mist,
1794110786,big promo cream theraskin tas paket glowing thera skin glow original bpom,beauty_image/643b5148122d57b1105b5bf9d546f1e8.jpg,6.0,26.0,9.0,8.0,,en,unk,promo cream theraskin tas paket glowing thera skin,
1794722787,bb bioaqua cushion exquisite tanpa refill,beauty_image/961d29f292561b332b404d98f4b6f20f.jpg,,199.0,,7.0,,ca,unk,bb bioaqua cushion,display f medarr
1795346352,nars liquid blush,beauty_image/2d9e8439718fec895c0c67923a272910.jpg,,162.0,,2.0,,fr,unk,unk,4 3 orgasm in 28 luster torrid poleevitaa
1800210963,make up wajah bedak paket ekonomis by ertos baked powder sk dermo night f tretmen,beauty_image/05e19a03475ea0605487e2241fa00165.jpg,,30.0,,6.0,,af,unk,wajah bedak paket ekonomis,eos care r i facial ‘ 95 treatment greums 5 serum 5 gh umcone 2 z ws “ 11 meres all af
1800270756,colourbox bedak oriflame,beauty_image/4d057ee23ae02ca72b50061579785070.jpg,,220.0,,6.0,,en,unk,unk,
1801010037,rechargeable motion sensor light mirror led makeup rotation infrared indu,beauty_image/1dd0a8f7b8db4f8fec64f7de06fb361b.jpg,3.0,289.0,,,1.0,en,unk,motion sensor,
1801450224,bedak tabur ponds bb magic powder thailand,beauty_image/7d1a7b906197e94002dc0bbb4afa69bd.jpg,3.0,29.0,,6.0,,en,unk,bedak tabur,best seller m best seller untuk setting muka dupe rcma lm warna bedak nude tahan minyak seharian glowy finish ada uva uvb cocok u ut tk dryskin 4
1802839459,diskon terbatas innisfree no sebum blur powder termurah,beauty_image/632320743cdfbd4926ff45b2120b24a3.jpg,1.0,205.0,9.0,6.0,,id,unk,diskon terbatas,
1802852818,magic light,beauty_image/94a1c562afa333ad9d344350c50fa527.jpg,3.0,,,6.0,0.0,en,unk,unk,
1805577972,best seller bedak ertos ee whitening aircushion murah,beauty_image/e1ff4987483a7b2db5bdcd85d27c885d.jpg,,30.0,,6.0,,en,unk,unk,
1805641116,terlaris kat von d shade light face contour palette murah,beauty_image/276d6b50041037c90155b27e36bc482f.jpg,3.0,4.0,,,,fr,unk,terlaris kat von d,
1805644963,diskon ultima ii wonderwear cream make up 47ml barang terjamin,beauty_image/11fa8342025c3361d4dea7cf7e749c2c.jpg,1.0,125.0,9.0,8.0,,id,47.0/cubic centimetre,ii wonderwear cream,yyvimhi30nom ii vwilin
1806589348,kat von d shade light contour palette preloved authentic,beauty_image/3b55b88acb2c3ef97a9afdb8a7c290cd.jpg,3.0,,,,,en,unk,kat von d contour palette,
1808066787,gc 103 bioaqua eyeshadow eyebrow powder 3in1 original seri satu,beauty_image/a15ce6e4126e85a69991ab593ba58269.jpg,,199.0,,6.0,,en,103.0/dimensionless 3.0/inch,bioaqua eyeshadow eyebrow powder,
1808829161,ready banyak bedak temulawak v natural compact bpom lc 2150,beauty_image/f82d0d4a6c358ec3ce056e584b921bae.jpg,1.0,,,6.0,,id,2150.0/dimensionless,banyak bedak temulawak bpom lc,lemulawak v natural two way cake vn vawtectlan y u tao pee
1811600909,wardah everyday luminous face powder refill,beauty_image/dc7502ff3a5de625e945947b3503ffc0.jpg,,77.0,11.0,6.0,,en,unk,unk,wardah ins piring beauty everyday luminous face powder refill
1813404003,jual bedak blp face powder tabur,beauty_image/c6b606393aca439e3045f0fa0b963811.jpg,3.0,262.0,,6.0,,id,unk,unk,
1813475012,habisin stok bedak ertos baked powder make up kulit wajah dan muka,beauty_image/c3ed9cee8ab8e425edff006e99272aa1.jpg,3.0,30.0,9.0,6.0,,id,unk,habisin stok bedak ertos baked powder,
1813555488,jual kosmetik wajah the ordinary natural moisturizing factor ha 30ml,beauty_image/d3518b797399dc119ff34f66f154c668.jpg,1.0,353.0,9.0,,0.0,en,30.0/cubic centimetre,moisturizing factor,brdinary the ordinary natural moisturtzing e
1813684479,high quality bedak wardah luminous face powder refill tabur,beauty_image/13cf333871024967e28dbdef58195098.jpg,,77.0,9.0,6.0,,en,unk,quality bedak,light beige hory notural
1814167841,maybelline fit me matte foundation natural buff 230,beauty_image/efdb6c0beaf77b08ad3b31f95a548f40.jpg,1.0,282.0,,,,en,230.0/dimensionless,matte foundation,
1814192385,baru share in jar 5gr coty airspun loose face powder original 100 paling murah,beauty_image/313caa5e33667baac2517022669f7372.jpg,,265.0,,6.0,,en,5.0/dimensionless 100.0/dimensionless,baru share coty airspun,vnereng curt foto bukelapak com kylleindo tokopedia com kylleindo original usa 100 une kylieindo shooee co id kvllecosmetics indo
1815384772,murah ertos ee whitening air cushion,beauty_image/337e6176719206b6a09e305330852478.jpg,,30.0,9.0,7.0,,en,unk,unk,erto s for a youthful look ee whitening alrcustic a smooth and elastw flmsh
1815477393,murah bedak laura mercier loose powder black ckage ckaging,beauty_image/2a47359f07348865c07cf20f2b64284e.jpg,,,17.0,6.0,,id,unk,murah bedak laura,
1816334243,promo kecantikan wajah guerlain meteorites light revealing pearls of powder,beauty_image/1f3812e8e7616efe90901d5b7c147ec9.jpg,3.0,,,6.0,,en,unk,promo kecantikan wajah guerlain meteorites light revealing pearls,
1817468480,heboh awal tahun original nature republic soothing&moisture aloe vera 92 soothing gel,beauty_image/05e318b8e8faf6dfa9d3e5183f657ac1.jpg,,383.0,,5.0,,en,92.0/dimensionless,heboh awal nature republic moisture aloe vera,
1817574095,etude house double lasting serum foundation p03 light vanilla,beauty_image/ce4bd8429e2826e5f4c3cf2c82f2f4b7.jpg,3.0,73.0,,,,en,unk,etude house,lasting shiloh
1818011184,loose powder acne kn kl,beauty_image/5c1de09cac77c5c5c7b9a16748062d52.jpg,,,,6.0,5.0,nl,unk,unk,
1822608255,terlariz immortal cc cream natural termurah,beauty_image/20068d7480b0761e1ae4b028ee175687.jpg,1.0,237.0,,8.0,,ro,unk,cc cream,
1823341760,gas 1009 wardah instaperfect mineralight matte bb cushion spf 29 pa,beauty_image/b41be6a2678c9aa5fa740c33c8040761.jpg,6.0,77.0,11.0,7.0,,en,1009.0/dimensionless 29.0/pascal,mineralight matte bb cushion,
1824629070,compact powder sr12 warna sheer pink&natural,beauty_image/81b64be13988c21c6b37b09b1c46739b.jpg,,,9.0,6.0,,en,unk,powder sr12 sheer pink,z exclusive compact powder f beak telstur creamy merspatan perpad 4 semporna dengan kand ringan di kulit bxciu w dapat dingunaan u j memunbat pori por j mimak beriebih compact power stttz serra jenis kuli tidak dapat mengontrol manta melindiing kulit dari ter matabari membanto menutup bela fera fiek rona wajah yar tidal merata tenedia2 ama sheer pink na 1818200457 natural na 1818200465 noto 15qr herget 100 000 bedak kaya akan mineral vit 83 dilengkap spf 15
1825975226,lulaa natural mascara makeup eyelash extension 4d fashion,beauty_image/49f71ccb7d402eca7a4a2a851b705991.jpg,1.0,,,,,en,4.0/day,mascara makeup,onn professional
1829160433,llp 898 catrice camouflage cream concealer,beauty_image/8aaa681bfef20721799d10958ee79637.jpg,4.0,56.0,,8.0,,ro,898.0/dimensionless,unk,catrice averice ccatrice camouflage c r e a m camouflage jf 4 c r e a m catrice camouflage f f n
1830922014,ready theraskin loose powder bedak tabur,beauty_image/e062004e267ec2789dd52fd2e7188b52.jpg,,26.0,,6.0,,en,unk,unk,theraskin® v in theraskin theraskin theraskin® istics
1830992826,zqt60 bedak temulawak v natural original bpom uv protection beige,beauty_image/da54988c8cdef5f5f8b126966a4efa6b.jpg,1.0,,11.0,6.0,,en,unk,zqt60 bedak temulawak,
1833465663,jual lt pro count on me countouring highlighting cream murah,beauty_image/d2657779f2b1830bf82416b98d5c139d.jpg,,260.0,9.0,8.0,,en,unk,unk,
1833519794,best quality laneige layering cover cushion,beauty_image/aea4e7bfbe6430173812d3ccc8fb0384.jpg,,375.0,11.0,7.0,,en,unk,unk,© © s s ® ©5 s s s s
293466,powder anti acne skinnes,beauty_image/9d32e774737d2fe1308f2289504448fb.jpg,,,,6.0,5.0,no,unk,unk,gns roost rownet teroiy toe
873326,baremineral original foundation spf 15,beauty_image/1767135c23a2642b8ddd2f4bc709038c.jpg,6.0,,,6.0,,en,15.0/dimensionless,unk,bareminerals \
1794708,la girl pro hd conceal natural,beauty_image/127b153f81d12b692318b48772d53454.jpg,1.0,,,,,it,unk,hd conceal,ws
3567603,zero sebum drying powder etude house kemasan baru,beauty_image/d58d4bf07a3f835bc0d23f4010fd5f22.jpg,,73.0,24.0,6.0,6.0,id,0.0/dimensionless,unk,
3758069,laneige white plus original essence 10ml,beauty_image/02e11d9c3cef12ad09700b07d0c9805a.jpg,,375.0,22.0,,,fr,10.0/cubic centimetre,unk,
5980717,etude zero sebum drying powder,beauty_image/c0a10ec75754efb3fdefe33f416dfcc7.jpg,1.0,73.0,24.0,6.0,,nl,0.0/dimensionless,unk,
6649189,etude precious mineral any cushion pearl aura,beauty_image/0cc1bcfd8f957dad5cfb8cbe1c470aed.jpg,1.0,73.0,11.0,7.0,,en,unk,unk,
7649823,free ongkir bb cream etude house 55.000 promo,beauty_image/9a7fd5d33c354f811a28c8f1f3a2f57c.jpg,,73.0,11.0,8.0,,en,55.0/dimensionless,ongkir bb cream etude house,
8565328,etude house play 101 pencil,beauty_image/5000827cc8ac51eca470404e00c58dd5.jpg,,73.0,29.0,3.0,,fr,101.0/dimensionless,etude house,etude house py 101 arct 12 yo benno
9012959,cream hn pemutih wajah original ukuran 15grm paket siang malam sabun dan toner,beauty_image/6aaeba83de7c80eb6be4af0751032597.jpg,,207.0,,8.0,,id,15.0/dimensionless,cream hn pemutih,
9141896,missha perfect cover bb cream 20ml,beauty_image/69a8748e9682f7617108553e6e500b29.jpg,,91.0,11.0,8.0,5.0,en,20.0/cubic centimetre,cover bb cream,
10105638,promo clear beauty cc cream skii,beauty_image/95576902673b9707e94fd6451db2c538.jpg,,,24.0,8.0,,en,unk,unk,
10778600,laneige water base cc cream 5ml,beauty_image/254aee8939d88313fb5ffe24898d5d4f.jpg,,375.0,,8.0,,en,5.0/cubic centimetre,water base cc cream,l aneige 1 aneige
11028150,nivea man post shave balm primer,beauty_image/c517a7ba6fcefe286d757b2e9e8f73dd.jpg,,379.0,,0.0,,sq,unk,unk,® primer
11880903,innisfree no sebum blur powder,beauty_image/e232cde2635da53cf5030d47f14dbfaf.jpg,,205.0,,6.0,,no,unk,unk,
